px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.40176	-10.164	-2.72499	-1.66615	-0.989304	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	0.40712
4.45323	-10.0145	-2.72202	-1.74477	-1.0151	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	0.587888
4.48396	-9.87055	-2.72294	-1.79783	-1.00948	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	0.421955
4.55021	-9.72603	-2.72384	-1.87401	-1.0308	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	0.474156
4.56025	-9.57415	-2.74261	-1.88562	-0.965509	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	2.08513
4.6423	-9.43357	-2.74665	-1.96108	-0.987682	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	0.656821
4.71738	-9.29966	-2.74541	-2.02677	-1.00085	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	0.464449
4.824	-9.16025	-2.7632	-2.10601	-1.02271	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	0.917721
4.90542	-9.04157	-2.76785	-2.16482	-1.03251	4.95209	-8.96272	5	-9.05	0.999884	1.99977	0.125055
4.9969	-8.93168	-2.77008	-2.22396	-1.0395	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	0.125835
5.06619	-8.80655	-2.76361	-2.24341	-0.980832	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	1.77564
5.18441	-8.682	-2.78327	-2.30724	-0.987326	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	0.506984
5.28319	-8.58011	-2.78615	-2.35655	-0.985195	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	0.11081
5.39575	-8.47559	-2.80194	-2.40942	-0.986123	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	0.273828
5.48391	-8.3639	-2.78638	-2.42187	-0.919832	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	2.11769
5.59072	-8.26261	-2.78158	-2.46603	-0.914559	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	0.164652
5.66859	-8.13975	-2.76306	-2.45236	-0.814834	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	4.31443
5.79862	-8.03106	-2.78419	-2.49581	-0.810392	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	0.446396
5.89449	-7.91704	-2.772	-2.49383	-0.735667	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	2.50731
6.02493	-7.81186	-2.7908	-2.53021	-0.729279	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	0.377518
6.11891	-7.69641	-2.7732	-2.51519	-0.640036	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	3.56501
6.2462	-7.59761	-2.7842	-2.54584	-0.634437	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	0.164894
6.34991	-7.49007	-2.77046	-2.5376	-0.563314	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	2.33111
6.47263	-7.39828	-2.7725	-2.56376	-0.558622	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	0.0852099
6.58891	-7.31634	-2.77893	-2.59098	-0.561989	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	0.737579
6.7163	-7.22693	-2.79939	-2.61261	-0.553904	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	0.440396
6.79167	-7.09205	-2.75884	-2.54362	-0.392015	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	12.6058
6.90992	-6.99699	-2.75871	-2.55731	-0.384619	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	0.245983
7.04308	-6.91935	-2.76302	-2.58667	-0.397687	7.08741	-6.92602	7	-6.85	2.72856	1.81904	0.10126
7.17107	-6.82377	-2.77256	-2.59932	-0.388276	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	0.297905
7.26461	-6.70549	-2.74554	-2.54973	-0.270074	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	6.78541
7.38523	-6.61055	-2.74847	-2.55705	-0.262756	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	0.184348
7.53529	-6.57193	-2.7727	-2.6356	-0.372398	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	5.99043
7.65729	-6.49782	-2.77816	-2.65008	-0.36818	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	0.0624511
7.77758	-6.41293	-2.76695	-2.64813	-0.333412	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	0.737956
7.9028	-6.34592	-2.75567	-2.66612	-0.333758	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	0.145124
8.0279	-6.26845	-2.74618	-2.66679	-0.304079	8.03231	-6.28406	8	-6.25	2.72931	1.81954	0.492917
8.15917	-6.18961	-2.74959	-2.67662	-0.297256	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	0.130574
8.24838	-6.09004	-2.72044	-2.62849	-0.194503	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	5.67557
8.36316	-6.00837	-2.72591	-2.62864	-0.185003	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	0.248103
8.51355	-5.95533	-2.74427	-2.67594	-0.247542	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	2.26581
8.65034	-5.88312	-2.74914	-2.68691	-0.244749	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	0.0266227
8.75174	-5.77723	-2.71643	-2.63369	-0.135671	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	6.65486
8.87871	-5.69194	-2.72057	-2.63274	-0.127308	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	0.166473
8.97488	-5.59719	-2.70089	-2.59125	-0.0484336	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	3.45106
9.08489	-5.51148	-2.7049	-2.58376	-0.0387101	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	0.245625
9.22691	-5.45212	-2.72115	-2.62557	-0.107994	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	3.64677
9.35522	-5.36748	-2.72611	-2.62462	-0.10121	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	0.104787
9.44861	-5.25353	-2.69473	-2.56351	0.00605294	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	6.29342
9.56982	-5.16377	-2.6976	-2.55742	0.0116938	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	0.0720281
9.67168	-5.05887	-2.67914	-2.51306	0.0848814	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	3.18502
9.78573	-4.96325	-2.68055	-2.5021	0.0910018	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	0.096055
9.88149	-4.84934	-2.66598	-2.45273	0.163276	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	2.69737
9.98856	-4.75303	-2.66263	-2.44063	0.166296	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	0.0589788
10.0713	-4.62611	-2.64954	-2.38018	0.246633	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	3.02891
10.1708	-4.50889	-2.65647	-2.35628	0.256465	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	0.230549
10.2563	-4.38368	-2.65333	-2.31149	0.302805	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	1.02868
10.355	-4.25111	-2.67232	-2.28283	0.313687	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	0.440436
10.4766	-4.15909	-2.68347	-2.30603	0.249437	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	1.94555
10.5692	-4.02683	-2.69636	-2.27929	0.261307	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0.415989
10.6675	-3.91226	-2.70023	-2.26667	0.257881	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.0564158
10.7614	-3.78767	-2.70828	-2.2476	0.262211	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.079982
10.8123	-3.63904	-2.69579	-2.16732	0.367684	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	4.99798
10.8873	-3.50412	-2.70072	-2.139	0.375168	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.165983
10.9904	-3.40966	-2.7091	-2.17139	0.29028	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	3.49353
11.0618	-3.26852	-2.73174	-2.14281	0.30246	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.722631
11.106	-3.11324	-2.7283	-2.06891	0.393607	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.82778
11.1701	-2.95696	-2.74602	-2.03498	0.404346	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.507335
11.2202	-2.80778	-2.74841	-1.9902	0.437975	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.622094
11.2746	-2.64557	-2.76774	-1.95495	0.447463	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.50381
11.2165	-2.44018	-2.76738	-1.76738	0.709606	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	28.9566
11.2295	-2.28305	-2.76778	-1.71898	0.718368	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.302913
11.3353	-2.17918	-2.73845	-1.81192	0.500383	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	20.7285
11.3659	-2.01834	-2.75195	-1.77904	0.504239	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.21114
11.3724	-1.86081	-2.75471	-1.72274	0.548987	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.903571
11.3828	-1.70305	-2.75939	-1.68524	0.555422	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.19377
11.3221	-1.54304	-2.7691	-1.56579	0.700291	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	9.53253
11.3091	-1.39593	-2.77568	-1.52381	0.7061	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.209289
11.26	-1.23483	-2.7866	-1.4359	0.785077	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	2.82167
11.2225	-1.09715	-2.76877	-1.38607	0.793058	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.462062
11.0996	-0.945086	-2.80716	-1.22856	0.982247	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	17.1603
11.0349	-0.799362	-2.82253	-1.17067	0.988466	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.577076
10.986	-0.661554	-2.80624	-1.1406	0.946167	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	1.27361
10.9091	-0.528897	-2.80005	-1.0827	0.952533	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.136929
10.8097	-0.396731	-2.81694	-0.998282	1.00556	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	1.59446
10.7101	-0.284194	-2.80214	-0.933069	1.01722	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.389769
10.5427	-0.172562	-2.86394	-0.785308	1.16566	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	13.4096
10.4128	-0.0828263	-2.84972	-0.707596	1.18112	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.518692
10.3202	0.0129569	-2.81226	-0.673045	1.13467	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	2.22401
10.1859	0.0739031	-2.78592	-0.593037	1.15674	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0.895229
10.039	0.144259	-2.79851	-0.508583	1.18707	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.924526
9.89035	0.175542	-2.77065	-0.418846	1.2168	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.18791
9.7379	0.220659	-2.77652	-0.337021	1.23666	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.628831
9.57864	0.213394	-2.74559	-0.233128	1.27927	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	1.85295
9.42286	0.233494	-2.75073	-0.152482	1.29182	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.385294
9.26628	0.227003	-2.74176	-0.0632699	1.31269	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.346186
9.11456	0.227495	-2.73914	0.0117176	1.3154	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.0530981
8.96314	0.229971	-2.74454	0.0774934	1.30726	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.065604
8.84052	0.185538	-2.65551	0.165865	1.32877	8.90199	0.247143	8.85	0.25	-1.81847	0	7.54422
8.70768	0.184845	-2.6519	0.215331	1.3037	8.76016	0.263752	8.75	0.25	-1.81846	0	0.521987
8.53393	0.209587	-2.75417	0.232524	1.23143	8.46355	0.258809	8.55	0.25	-3.6326	0	11.343
8.38423	0.191064	-2.75893	0.283694	1.2123	8.35367	0.252596	8.35	0.25	-3.6326	0	0.273394
8.2322	0.157674	-2.77046	0.338687	1.19749	8.05161	0.241868	8.2	0.25	-2.72841	0	0.563857
8.08586	0.140444	-2.7703	0.374328	1.16422	8.05411	0.247878	8.05	0.25	-2.72842	0	0.74601
7.93888	0.0977024	-2.77671	0.423344	1.14629	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.542219
7.79354	0.060222	-2.77708	0.462624	1.12009	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.553035
7.65071	0.0204153	-2.78865	0.490758	1.07675	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.33362
7.50838	-0.0298439	-2.78786	0.528946	1.05401	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.493621
7.34964	-0.0386066	-2.82673	0.506307	0.950457	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	6.33042
7.21788	-0.076931	-2.81947	0.527957	0.923298	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.794023
7.11276	-0.175705	-2.78267	0.612162	0.977151	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	3.38709
6.9835	-0.239192	-2.77237	0.645018	0.955657	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.530776
6.87307	-0.33779	-2.75987	0.710239	0.978164	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.688549
6.75986	-0.419469	-2.7468	0.750549	0.965051	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.311554
6.66624	-0.530795	-2.73396	0.819856	0.992279	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.654023
6.56271	-0.627414	-2.72527	0.863331	0.981586	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.227883
6.51647	-0.79907	-2.71867	1.00358	1.1124	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	6.94925
6.44188	-0.929881	-2.71976	1.06677	1.11438	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.00965963
6.39139	-1.0676	-2.72672	1.14447	1.14557	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.380702
6.34024	-1.20422	-2.73633	1.20746	1.1499	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.174463
6.29392	-1.32933	-2.73241	1.25728	1.13635	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.234738
6.25512	-1.45561	-2.72804	1.31219	1.13523	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.036218
6.25887	-1.62106	-2.75452	1.43035	1.23155	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.20754
6.24251	-1.7574	-2.75446	1.49119	1.23072	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.00346209
6.2783	-1.93593	-2.78701	1.62209	1.32985	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	4.83553
6.30117	-2.08342	-2.77797	1.70007	1.33629	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.166092
6.31211	-2.21574	-2.73977	1.74111	1.2808	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.97199
6.34759	-2.35949	-2.73462	1.81446	1.28473	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0472437
6.35944	-2.49395	-2.70448	1.84734	1.22508	6.27034	-2.51837	6.35	-2.55	0	-3.63689	2.41173
6.39172	-2.64982	-2.7226	1.90517	1.21176	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.50279
6.44923	-2.80154	-2.74473	1.9783	1.22219	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.548662
6.49618	-2.95754	-2.76666	2.03078	1.20277	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.773705
6.55008	-3.09623	-2.75728	2.07703	1.17261	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.841788
6.60596	-3.24703	-2.77663	2.12205	1.14877	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.776344
6.67125	-3.37897	-2.75688	2.16255	1.11289	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.61966
6.73142	-3.52928	-2.77757	2.19691	1.08106	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.09886
6.80162	-3.66104	-2.76605	2.23231	1.04757	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.3045
6.85928	-3.81806	-2.79064	2.25025	1.00156	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	1.93443
6.92296	-3.94342	-2.75529	2.27061	0.953449	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	3.09164
6.97921	-4.10286	-2.77771	2.27658	0.900567	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.22758
7.08652	-4.24107	-2.82592	2.32493	0.904547	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.38471
7.15289	-4.40117	-2.84694	2.32686	0.850558	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.12729
7.23151	-4.5237	-2.81914	2.34542	0.814643	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.06839
7.28536	-4.69173	-2.8355	2.32907	0.747032	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.0144
7.35018	-4.80113	-2.78771	2.33498	0.703954	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	4.03311
7.39994	-4.94347	-2.79231	2.32189	0.651415	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	1.93821
7.50287	-5.06449	-2.85151	2.35676	0.663836	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	5.80165
7.5596	-5.2139	-2.86108	2.33943	0.60837	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	2.03271
7.62198	-5.32309	-2.77503	2.3369	0.558349	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	9.49007
7.68502	-5.47339	-2.77724	2.32211	0.508946	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	1.55134
7.77779	-5.59341	-2.79014	2.34106	0.502683	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.43131
7.85065	-5.74212	-2.79647	2.32885	0.459435	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	1.09164
7.91315	-5.85166	-2.71149	2.3205	0.412639	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	9.83568
7.97699	-5.99069	-2.70814	2.30621	0.373109	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	1.02585
8.07804	-6.11039	-2.73407	2.32484	0.374768	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.40548
8.14451	-6.26032	-2.73981	2.3036	0.330019	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	1.12377
8.25427	-6.38564	-2.77612	2.32223	0.334277	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.51954
8.32482	-6.53892	-2.78498	2.29961	0.290526	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	1.07082
8.38932	-6.65089	-2.71307	2.28735	0.251766	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	6.85648
8.44508	-6.79405	-2.70791	2.26167	0.209916	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	1.12623
8.51958	-6.9117	-2.68831	2.25814	0.192039	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.935083
8.56596	-7.06839	-2.68987	2.22026	0.140941	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	1.43557
8.66917	-7.19525	-2.73327	2.23732	0.157898	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.65195
8.72656	-7.35656	-2.74486	2.20386	0.113673	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	1.10238
8.78496	-7.48248	-2.6923	2.18066	0.0725011	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	5.08103
8.84383	-7.6203	-2.68984	2.16154	0.0482648	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.379724
8.9428	-7.74691	-2.7324	2.18022	0.0741407	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.1676
9.00538	-7.8935	-2.73858	2.15926	0.0481209	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.367649
9.09046	-8.01837	-2.76569	2.16522	0.0558286	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.971621
9.13346	-8.16542	-2.77357	2.13242	0.0188226	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.768868
9.16725	-8.29415	-2.69864	2.09005	-0.0433205	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.92404
9.21518	-8.43699	-2.697	2.06604	-0.065889	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.349204
9.28484	-8.569	-2.70178	2.06266	-0.0642907	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.0776646
9.32494	-8.72109	-2.70574	2.03178	-0.092504	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.452944
9.38858	-8.8573	-2.71047	2.02529	-0.0926875	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.103604
9.42287	-9.01132	-2.71443	1.99282	-0.120765	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.465088
9.49028	-9.1386	-2.73837	2.00008	-0.0993782	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.03203
9.51422	-9.29279	-2.7517	1.96298	-0.131934	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.694969
9.57025	-9.43428	-2.7558	1.95568	-0.130499	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0885917
9.60232	-9.59495	-2.76555	1.92564	-0.153603	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.344799
9.65744	-9.72651	-2.78016	1.92738	-0.1382	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.485085
9.67932	-9.879	-2.79234	1.89601	-0.162777	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.435393
9.7057	-10.0094	-2.77442	1.87124	-0.186415	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.639449
9.74528	-10.1434	-2.77574	1.86097	-0.187325	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.00249682
9.74866	-10.2883	-2.73314	1.80717	-0.252046	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.58943
9.77726	-10.4383	-2.73578	1.78856	-0.256786	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0172096
9.82974	-10.5897	-2.75746	1.79545	-0.225995	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	0.987425
9.8583	-10.7411	-2.76032	1.77932	-0.229618	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0131214
9.8635	-10.8755	-2.74078	1.74288	-0.266358	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.20779
9.87599	-11.0193	-2.74817	1.72083	-0.274844	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.0828045
9.89107	-11.152	-2.74583	1.70593	-0.27486	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.364177
9.88847	-11.3035	-2.759	1.67547	-0.29107	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.288846
9.90909	-11.4427	-2.76891	1.67153	-0.273372	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.426169
9.89803	-11.5963	-2.78281	1.63884	-0.291786	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.363449
9.81988	-11.7371	-2.71785	1.52272	-0.441577	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	16.0566
9.7971	-11.8837	-2.71477	1.48933	-0.450911	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.188812
9.75716	-12.0322	-2.70398	1.43244	-0.499154	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.41784
9.71397	-12.1778	-2.70346	1.39097	-0.513161	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.323435
9.66855	-12.3205	-2.6976	1.34481	-0.538579	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.350485
9.61339	-12.4667	-2.7023	1.30178	-0.551356	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.225658
9.48941	-12.59	-2.67441	1.17318	-0.697456	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	9.8111
9.41537	-12.715	-2.66787	1.12469	-0.708017	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.391938
9.2513	-12.8065	-2.65246	0.958446	-0.904488	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	16.0525
9.142	-12.9047	-2.65366	0.892458	-0.924198	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	0.983301
8.97997	-12.9913	-2.65794	0.754985	-1.05298	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	6.56615
8.86645	-13.0709	-2.64278	0.690439	-1.06151	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.575516
8.73966	-13.1511	-2.64282	0.616572	-1.08339	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.416807
8.60652	-13.2187	-2.63858	0.546078	-1.09444	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.441792
8.39739	-13.2226	-2.67726	0.347871	-1.31222	8.27267	-12.996	8.4	-13.15	-2.99683	0	19.9962
8.26889	-13.2465	-2.66366	0.27424	-1.32229	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.504551
8.1425	-13.287	-2.64114	0.230099	-1.27447	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	2.04364
7.99329	-13.305	-2.63975	0.152114	-1.28212	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.219818
7.84406	-13.3185	-2.64919	0.0706379	-1.30077	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.339455
7.68713	-13.3116	-2.65322	-0.0112639	-1.30965	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.411999
7.5577	-13.3103	-2.64709	-0.0683456	-1.29564	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.151339
7.41343	-13.2896	-2.65668	-0.140258	-1.30016	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.361204
7.2569	-13.2422	-2.68255	-0.243152	-1.3482	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	1.55074
7.10567	-13.1956	-2.69122	-0.32209	-1.35084	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.228866
6.96943	-13.1505	-2.67455	-0.38243	-1.32544	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.10107
6.80279	-13.1098	-2.71214	-0.440954	-1.30335	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.39648
