px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
56.0215	21.0545	2.7911	0.432284	0.117873	55.867	20.985	55.9669	20.9874	2.56561	0.978022	0.450315
58.6464	21.7814	2.91121	0.119969	-0.163097	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205	0.515716
58.647	21.7873	3.01173	0.155312	-0.104597	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205	0.0772181
60.8724	22.7809	2.93974	0.523009	0.198132	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031	0.250744
60.845	22.7705	2.91289	0.520375	0.200457	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031	0.20656
63.37	23.4098	2.9202	0.0956752	-0.202057	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987	0.476321
63.4564	23.4387	2.86862	0.0455265	-0.264912	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987	2.02772
66.3089	23.9877	3.06519	0.342761	0.103042	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655	1.17684
66.2226	23.9639	2.66305	0.331051	0.0938872	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655	2.3817
68.2612	24.3621	2.66161	0.166446	-0.0716525	68.262	24.3582	68.4273	24.4824	2.30293	0.385623	0.0665323
68.3483	24.3943	2.71511	0.171577	-0.0620828	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623	2.00077
70.8123	24.8789	2.84937	0.264777	0.0375377	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395	0.322554
70.7816	24.8669	2.57506	0.229641	-0.0131969	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395	0.588696
72.8902	24.7196	2.60532	-0.195664	-0.274222	72.8923	24.7135	72.9675	25.025	2.13584	0.150292	0.165643
72.9406	24.7371	2.61355	-0.195093	-0.279678	73.0732	25.0343	72.9675	25.025	2.13584	0.150292	0.685276
75.0153	25.2414	2.20493	0.280703	0.196789	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626	1.05666
75.0015	25.2369	2.18116	0.275158	0.191995	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626	0.0496002
77.1113	24.9421	2.27938	-0.387782	-0.354038	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978	0.759959
77.136	24.9506	2.28252	-0.394058	-0.363844	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978	0.18166
79.1083	25.0116	1.8865	0.0669792	0.166199	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607	1.4074
79.1191	25.0135	1.90908	0.0771223	0.180224	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607	0.0252676
80.7987	24.8726	2.01618	-0.0314072	-0.00314746	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536	0.139221
80.8519	24.8804	1.88085	-0.110715	-0.130481	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536	1.22377
82.5963	24.6375	2.07926	-0.0817576	-0.0277881	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012	0.383213
82.5767	24.627	1.90995	-0.182021	-0.193125	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012	0.336212
84.1596	24.5444	1.94122	0.0134975	0.0494692	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444	0.23261
84.161	24.5456	1.82671	-0.0260245	-0.0284186	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444	0.205349
85.6353	23.8182	1.92781	-0.57294	-0.347302	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006	0.282998
85.6928	23.837	1.97811	-0.521033	-0.289085	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006	0.874897
86.9704	23.4967	1.40859	-0.350949	-0.0195649	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654	1.1885
87.0794	23.5319	1.4657	-0.297267	-0.0052595	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654	3.57809
88.753	22.7964	2.07956	-0.344205	-0.0243979	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514	2.08725
88.6851	22.7677	1.94487	-0.538616	-0.290663	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514	1.03958
89.5519	22.2717	1.29085	-0.680029	-0.227801	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904	2.03547
89.6067	22.2878	1.33965	-0.60462	-0.135617	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904	0.702689
90.5089	21.6614	1.29434	-0.567021	-0.0278083	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241	0.0573253
90.5915	21.6849	1.37107	-0.444057	0.0951098	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	1.68775
91.7055	21.1169	1.47935	-0.335515	0.105699	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964	0.0612118
91.7541	21.1261	1.41496	-0.436704	-0.108219	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964	2.14425
92.8513	20.9414	1.34991	-0.0719784	0.18012	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	0.295455
92.9109	20.9667	1.21539	-0.0701291	0.0946999	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	2.69173
93.5065	20.2438	1.0036	-0.862088	-0.438291	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919	1.41895
93.5689	20.2854	1.14677	-0.58714	-0.0987641	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919	1.22243
95.2163	19.6627	1.98542	0.106118	0.419527	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	4.89869
95.0292	19.67	1.42274	-0.071334	0.212051	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	7.72223
95.5385	19.7008	1.12201	0.16829	0.231043	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	0.822191
95.5397	19.7024	0.981815	0.151859	0.213363	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	0.180254
96.2645	19.1965	0.919318	-0.756756	-0.43652	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589	1.16038
96.3067	19.2248	1.04632	-0.578896	-0.240836	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589	0.679555
97.4602	18.7301	1.51349	-0.123076	0.195139	97.5286	18.727	97.45	18.506	0.868716	-0.503009	1.99187
97.4171	18.7325	1.32626	-0.245444	0.0104771	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	0.760477
98.2191	18.3746	1.26897	-0.310351	-0.0341383	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023	0.0343465
98.2315	18.3712	1.16286	-0.401918	-0.180135	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023	0.475539
99.0198	17.3775	1.45099	-1.07746	-0.461924	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	0.544516
99.0356	17.4095	1.44769	-0.729756	-0.000715801	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	0.710878
99.9972	16.9608	1.14743	-0.379653	0.207665	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	0.598046
100.063	16.9773	1.13727	-0.369305	0.154274	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.83421
101.168	16.54	1.42109	-0.18478	0.171903	101.204	16.5368	101.065	16.497	0.991362	-0.513687	0.505388
101.146	16.532	1.27289	-0.293249	0.0245897	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.334955
102.353	16.3938	1.49099	0.133505	0.262601	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0.608638
102.273	16.3864	1.25048	0.0922335	0.22981	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	1.54242
103.02	15.3962	1.09036	-1.20509	-0.661994	103.003	15.353	103.119	15.4967	1.11708	-0.508169	2.3784
102.96	15.4558	1.20929	-0.618388	0.0474313	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	2.49679
104.086	15.2428	1.22016	0.054239	0.439373	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	0.940998
104.048	15.231	1.23754	0.0164798	0.419941	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	0.622458
105.509	14.4721	1.54722	-0.946476	-0.424127	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	2.16225
105.461	14.4986	1.6323	-0.661233	-0.074157	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	1.02333
106.812	14.0296	1.53077	-0.196673	0.273037	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	0.705687
106.758	14.0172	1.53436	-0.214657	0.29176	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	1.12267
108.071	13.6638	1.66013	-0.088017	0.187699	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0.117747
108.083	13.6654	1.67132	-0.082509	0.19201	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.0349958
109.522	13.571	1.78012	0.0761676	0.17089	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0.109117
109.484	13.5656	1.67093	0.0578198	0.154413	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.379653
111.051	12.6047	1.78895	-0.999893	-0.576371	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	1.36942
111.128	12.6663	2.00203	-0.544472	0.0399328	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	2.80379
112.895	12.4645	1.81947	0.0949183	0.433176	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	1.03112
112.89	12.4601	1.84717	0.0881858	0.42815	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.0672897
114.778	12.5529	2.0453	0.0779232	0.146393	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	0.609105
114.798	12.5541	2.01001	0.0639955	0.135189	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.131455
116.673	12.1126	2.12787	-0.407255	-0.236774	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	0.51634
116.712	12.1326	2.32141	-0.261581	-0.0276032	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	0.65029
118.916	11.9977	2.54451	0.137068	0.247112	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	0.859
118.902	12.003	2.4103	0.150943	0.266214	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.182357
120.695	12.2946	2.40262	0.253315	0.162587	120.695	12.2918	120.743	12.3289	2.21139	0.128528	0.0265636
120.738	12.2993	2.38121	0.250269	0.167125	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.47051
123.523	12.824	2.75581	-0.0179834	-0.111872	123.568	12.8297	122.95	12.5114	2.29835	0.246599	2.29342
123.447	12.8129	2.61534	-0.0226671	-0.134298	123.142	12.7694	122.95	12.5114	2.29835	0.246599	1.40472
124.91	12.7728	2.44804	-0.0994178	-0.100815	124.894	12.7743	125.242	12.8125	2.37624	0.369827	0.389642
125.009	12.7869	2.66683	-0.0338344	-0.0115761	125.376	12.9964	125.242	12.8125	2.37624	0.369827	2.32712
127.82	13.3187	2.90662	0.479583	0.321027	127.853	13.3273	127.609	13.2365	2.44434	0.495787	1.45229
127.757	13.3106	2.90136	0.458102	0.296152	127.506	13.153	127.609	13.2365	2.44434	0.495787	0.973328
129.954	13.71	2.64048	0.19446	-0.0552777	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0.532427
130.024	13.7144	2.61722	0.174777	-0.0603763	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.36891
132.089	14.502	2.67402	0.415156	0.132278	132.092	14.507	132.53	14.458	2.55028	0.74543	0.109209
132.158	14.5045	2.80827	0.357583	0.0466931	132.447	14.3423	132.53	14.458	2.55028	0.74543	1.11348
135.033	15.0426	3.09618	-0.0394004	-0.239486	135.074	15.0475	135.066	15.2513	2.58865	0.863795	1.48535
135.039	15.0363	2.94237	-0.0836798	-0.311123	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.216725
137.556	16.2001	2.84279	0.682117	0.379328	137.561	16.2147	137.639	16.1592	2.61821	0.974442	1.19447
137.581	16.1825	3.10323	0.482789	0.0401244	137.653	16.5145	137.639	16.1592	2.61821	0.974442	0.804752
140.309	17.0074	3.17632	0.158436	-0.202759	140.331	17.008	140.242	17.1733	2.63994	1.07503	0.4501
140.316	17.0063	3.12365	0.160557	-0.19672	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.0907518
142.885	17.9853	3.18123	0.43707	0.109474	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.25509
142.839	17.9794	3.17771	0.432278	0.103167	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.504189
145.379	19.1585	3.27328	0.39952	0.0139817	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0.16176
145.46	19.1694	3.26029	0.401494	0.0407152	145.789	19.3785	145.51	19.4754	2.66445	1.23795	1.7252
148.231	20.4691	3.44616	0.392667	0.00751131	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0.422716
148.22	20.4721	3.26228	0.473251	0.147314	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.276064
150.673	22.1079	3.39838	0.620408	0.146134	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0.204313
150.664	22.1037	3.44848	0.578968	0.0687169	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.0786688
153.408	23.4888	3.48328	0.386058	-0.102666	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0.208032
153.391	23.4846	3.30976	0.471307	0.0525289	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.358375
156.035	24.8049	3.40242	0.414939	-0.0187104	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0.168342
156.03	24.809	3.17648	0.510009	0.148261	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.392631
158.88	26.0229	3.35157	0.284201	-0.0955367	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0.786155
158.908	26.0271	3.29502	0.288136	-0.0781916	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.259533
161.409	27.4204	3.37155	0.572618	0.155484	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0.163799
161.443	27.4309	3.29615	0.623481	0.24219	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.38306
163.631	28.7787	3.09992	0.582688	0.0596078	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0.218084
163.74	28.7954	3.17569	0.536916	0.0136835	164.116	29.315	164.155	28.8064	2.64354	1.28825	2.93424
166.777	30.1882	3.59782	0.272496	-0.17091	166.828	30.2062	166.809	30.0721	2.63006	1.22694	1.90763
166.741	30.1774	3.29104	0.333988	-0.063678	166.748	29.7121	166.809	30.0721	2.63006	1.22694	0.90463
169.098	31.369	3.30857	0.488815	0.0775425	169.097	31.3717	169.452	31.2706	2.61238	1.15075	0.0492966
169.12	31.3758	3.22527	0.528533	0.145205	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.206739
172.147	32.3334	3.37557	0.122256	-0.214155	172.175	32.3404	172.079	32.3873	2.58945	1.06126	1.01735
172.152	32.3282	3.17415	0.0939532	-0.257437	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.30937
174.642	33.4529	3.15207	0.558581	0.209312	174.643	33.4625	174.685	33.4095	2.56021	0.960341	0.523723
174.627	33.4536	3.08684	0.588972	0.262543	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.0878588
177.03	34.2119	2.87361	0.270661	-0.112337	177.03	34.2009	177.261	34.3262	2.52363	0.850119	0.499165
177.046	34.2114	2.77588	0.271618	-0.0977966	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.200267
180.116	35.1354	3.07557	0.257125	-0.0436277	180.145	35.1423	179.799	35.1289	2.47883	0.732949	1.45315
180.016	35.1177	2.83184	0.294734	0.00343386	179.543	35.4767	179.799	35.1289	2.47883	0.732949	2.47786
182.587	35.7513	2.95222	0.178739	-0.0717601	182.599	35.753	182.292	35.8114	2.42515	0.611338	0.271693
182.502	35.7341	2.75378	0.184914	-0.0723622	182.047	36.2626	182.292	35.8114	2.42515	0.611338	1.83895
184.727	36.5103	2.80759	0.414365	0.118916	184.732	36.5155	184.73	36.37	2.36226	0.487877	0.139756
184.73	36.5172	2.60835	0.476475	0.218174	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.250697
186.935	36.9449	2.58545	0.0705666	-0.178032	186.946	36.9404	187.103	36.804	2.29017	0.365145	0.444151
187.002	36.9576	2.61745	0.0483669	-0.191694	187.296	36.9375	187.103	36.804	2.29017	0.365145	1.1166
189.45	37.3985	2.73295	0.293167	0.0883782	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.483515
189.483	37.4095	2.54358	0.334483	0.143402	189.738	36.951	189.401	37.1147	2.20928	0.245623	0.585192
191.725	37.5685	2.5804	-0.0820738	-0.212337	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0.36961
191.7	37.5583	2.46258	-0.120091	-0.277268	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.231983
193.476	37.2753	2.37872	-0.232996	-0.174839	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	0.062194
193.495	37.2782	2.36171	-0.240522	-0.197035	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.107679
195.943	37.3958	2.60422	0.282187	0.266782	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	1.73312
195.848	37.3968	2.2283	0.325993	0.348969	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	2.49326
197.715	37.7343	2.26227	0.164173	0.0240421	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0.281154
197.673	37.7243	2.11238	0.159974	0.0161743	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.510933
199.296	37.2975	2.07792	-0.416727	-0.354485	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	0.352791
199.309	37.3007	2.08955	-0.410658	-0.345517	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.0442301
201.495	37.0007	2.33249	0.0358333	0.17246	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	1.98439
201.379	36.997	1.98546	-0.0695	0.0201816	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	3.02757
202.959	36.4629	2.05221	-0.375311	-0.183576	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0.118713
202.922	36.4452	1.89961	-0.505052	-0.370731	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.475469
204.022	36.1648	1.36352	-0.420646	-0.102462	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	1.25159
204.018	36.1542	1.53824	-0.277518	0.172701	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	1.10411
